heu-comp-inter-003, case-1, 1.0, 0.0057
heu-comp-inter-003, case-2, 1.0, 0.0061
heu-comp-inter-003, case-3, 1.0, 0.0056
heu-comp-inter-003, case-4, 1.0, 0.0055
heu-comp-inter-003, case-5, 1.0, 0.0047
heu-comp-inter-003, case-6, 1.0, 0.0047
heu-comp-inter-003, case-7, 1.0, 0.0050
heu-met-fast-001, godiva, 1.0, 0.001
heu-met-fast-001, shell, 1.0, 0.001
heu-met-fast-002, case-1, 1.0, 0.003
heu-met-fast-002, case-2, 1.0, 0.003
heu-met-fast-002, case-3, 1.0, 0.003
heu-met-fast-002, case-4, 1.0, 0.003
heu-met-fast-002, case-5, 1.0, 0.003
heu-met-fast-002, case-6, 1.0, 0.003
heu-met-fast-003, case-1, 1.0, 0.005
heu-met-fast-003, case-2, 1.0, 0.005
heu-met-fast-003, case-3, 1.0, 0.005
heu-met-fast-003, case-4, 1.0, 0.003
heu-met-fast-003, case-5, 1.0, 0.003
heu-met-fast-003, case-6, 1.0, 0.003
heu-met-fast-003, case-7, 1.0, 0.003
heu-met-fast-003, case-8, 1.0, 0.005
heu-met-fast-003, case-9, 1.0, 0.005
heu-met-fast-003, case-10, 1.0, 0.005
heu-met-fast-003, case-11, 1.0, 0.005
heu-met-fast-003, case-12, 1.0, 0.003
heu-met-fast-004, 3d, 1.0020, 0.0
heu-met-fast-004, 1d, 0.9985, 0.0
heu-met-fast-009, case-1, 0.9992, 0.0015
heu-met-fast-009, case-2, 0.9992, 0.0015
heu-met-fast-015, , 0.9996, 0.0017
heu-met-fast-018, detailed, 1.0, 0.0014
heu-met-fast-018, simplified, 1.0, 0.0014
heu-met-fast-019, detailed, 1.0, 0.0028
heu-met-fast-019, simplified, 1.0, 0.0028
heu-met-fast-020, detailed, 1.0, 0.0028
heu-met-fast-020, simplified, 1.0, 0.0028
heu-met-fast-021, detailed, 1.0, 0.0024
heu-met-fast-021, simplified, 1.0, 0.0024
heu-met-fast-022, detailed, 1.0, 0.0019
heu-met-fast-022, simplified, 1.0, 0.0019
heu-met-fast-027, , 1.0, 0.0025
heu-met-fast-028, , 1.0, 0.0030
heu-met-fast-029, , 1.0, 0.0020
heu-met-fast-032, case-1, 1.0, 0.0016
heu-met-fast-032, case-2, 1.0, 0.0027
heu-met-fast-032, case-3, 1.0, 0.0017
heu-met-fast-032, case-4, 1.0, 0.0017
heu-met-fast-034, case-1, 0.9990, 0.0012
heu-met-fast-034, case-2, 0.9990, 0.0012
heu-met-fast-034, case-3, 0.9990, 0.0012
heu-met-inter-006, case-1, 0.9977, 0.0008
heu-met-inter-006, case-2, 1.0001, 0.0008
heu-met-inter-006, case-3, 1.0015, 0.0009
heu-met-inter-006, case-4, 1.0016, 0.0008
heu-met-therm-001, detailed, 1.0010, 0.0060
heu-met-therm-001, simplified, 1.0010, 0.0060
heu-met-therm-014, detailed, 0.9931, 0.0015
heu-met-therm-014, simplified, 0.9939, 0.0015
heu-sol-therm-001, case-1, 1.0004, 0.0060
heu-sol-therm-001, case-2, 1.0021, 0.0072
heu-sol-therm-001, case-3, 1.0003, 0.0035
heu-sol-therm-001, case-4, 1.0008, 0.0053
heu-sol-therm-001, case-5, 1.0001, 0.0049
heu-sol-therm-001, case-6, 1.0002, 0.0046
heu-sol-therm-001, case-7, 1.0008, 0.0040
heu-sol-therm-001, case-8, 0.9998, 0.0038
heu-sol-therm-001, case-9, 1.0008, 0.0054
heu-sol-therm-001, case-10, 0.9993, 0.0054
heu-sol-therm-004, case-1, 1.0, 0.00325
heu-sol-therm-004, case-2, 1.0, 0.00355
heu-sol-therm-004, case-3, 1.0, 0.0039
heu-sol-therm-004, case-4, 1.0, 0.00455
heu-sol-therm-004, case-5, 1.0, 0.0052
heu-sol-therm-004, case-6, 1.0, 0.00585
heu-sol-therm-009, case-1, 0.9990, 0.0043
heu-sol-therm-009, case-2, 1.0, 0.0039
heu-sol-therm-009, case-3, 1.0, 0.0036
heu-sol-therm-009, case-4, 0.9986, 0.0035
heu-sol-therm-010, case-1, 1.0, 0.0029
heu-sol-therm-010, case-2, 1.0, 0.0029
heu-sol-therm-010, case-3, 1.0, 0.0029
heu-sol-therm-010, case-4, 0.9992, 0.0029
heu-sol-therm-011, case-1, 1.0, 0.0023
heu-sol-therm-011, case-2, 1.0, 0.0023
heu-sol-therm-013, case-1, 1.0012, 0.0026
heu-sol-therm-013, case-2, 1.0007, 0.0036
heu-sol-therm-013, case-3, 1.0009, 0.0036
heu-sol-therm-013, case-4, 1.0003, 0.0036
heu-sol-therm-042, case-1, 0.9957, 0.0039
heu-sol-therm-042, case-2, 0.9965, 0.0036
heu-sol-therm-042, case-3, 0.9994, 0.0028
heu-sol-therm-042, case-4, 1.0, 0.0034
heu-sol-therm-042, case-5, 1.0, 0.0034
heu-sol-therm-042, case-6, 1.0, 0.0037
heu-sol-therm-042, case-7, 1.0, 0.0036
heu-sol-therm-042, case-8, 1.0, 0.0035
heu-sol-therm-043, case-1, 0.9986, 0.0031
heu-sol-therm-043, case-2, 0.9995, 0.0026
heu-sol-therm-043, case-3, 0.9990, 0.0025
mix-comp-therm-004, case-1, 1.0, 0.0046
mix-comp-therm-004, case-2, 1.0, 0.0046
mix-comp-therm-004, case-3, 1.0, 0.0046
mix-comp-therm-004, case-4, 1.0, 0.0039
mix-comp-therm-004, case-5, 1.0, 0.0039
mix-comp-therm-004, case-6, 1.0, 0.0039
mix-comp-therm-004, case-7, 1.0, 0.0040
mix-comp-therm-004, case-8, 1.0, 0.0040
