heu-comp-inter-003, case-1, 1.0, 0.0057
heu-comp-inter-003, case-2, 1.0, 0.0061
heu-comp-inter-003, case-3, 1.0, 0.0056
heu-comp-inter-003, case-4, 1.0, 0.0055
heu-comp-inter-003, case-5, 1.0, 0.0047
heu-comp-inter-003, case-6, 1.0, 0.0047
heu-comp-inter-003, case-7, 1.0, 0.0050
heu-met-fast-001, case-1, 1.0, 0.001
heu-met-fast-001, case-2, 1.0, 0.001
heu-met-fast-002, case-1, 1.0, 0.003
heu-met-fast-002, case-2, 1.0, 0.003
heu-met-fast-002, case-3, 1.0, 0.003
heu-met-fast-002, case-4, 1.0, 0.003
heu-met-fast-002, case-5, 1.0, 0.003
heu-met-fast-002, case-6, 1.0, 0.003
heu-met-fast-003, case-1, 1.0, 0.005
heu-met-fast-003, case-2, 1.0, 0.005
heu-met-fast-003, case-3, 1.0, 0.005
heu-met-fast-003, case-4, 1.0, 0.003
heu-met-fast-003, case-5, 1.0, 0.003
heu-met-fast-003, case-6, 1.0, 0.003
heu-met-fast-003, case-7, 1.0, 0.003
heu-met-fast-003, case-8, 1.0, 0.005
heu-met-fast-003, case-9, 1.0, 0.005
heu-met-fast-003, case-10, 1.0, 0.005
heu-met-fast-003, case-11, 1.0, 0.005
heu-met-fast-003, case-12, 1.0, 0.003
heu-met-fast-004, case-1, 1.0020, 0.0
heu-met-fast-004, case-2, 0.9985, 0.0
heu-met-fast-008, , 0.9989, 0.0016
heu-met-fast-009, case-1, 0.9992, 0.0015
heu-met-fast-009, case-2, 0.9992, 0.0015
heu-met-fast-011, , 0.9989, 0.0015
heu-met-fast-012, , 0.9992, 0.0018
heu-met-fast-013, , 0.9990, 0.0015
heu-met-fast-014, , 0.9989, 0.0017
heu-met-fast-015, , 0.9996, 0.0017
heu-met-fast-018, case-1, 1.0, 0.0014
heu-met-fast-018, case-2, 1.0, 0.0014
heu-met-fast-019, case-1, 1.0, 0.0028
heu-met-fast-019, case-2, 1.0, 0.0028
heu-met-fast-020, case-1, 1.0, 0.0028
heu-met-fast-020, case-2, 1.0, 0.0028
heu-met-fast-021, case-1, 1.0, 0.0024
heu-met-fast-021, case-2, 1.0, 0.0024
heu-met-fast-022, case-1, 1.0, 0.0019
heu-met-fast-022, case-2, 1.0, 0.0019
heu-met-fast-026, b-1, 0.9982, 0.0042
heu-met-fast-026, b-2, 0.9982, 0.0042
heu-met-fast-026, b-3, 1.0, 0.0038
heu-met-fast-026, b-4, 1.0, 0.0038
heu-met-fast-026, b-5, 1.0, 0.0038
heu-met-fast-026, b-6, 0.9982, 0.0042
heu-met-fast-026, b-7, 0.9982, 0.0042
heu-met-fast-026, b-8, 1.0, 0.0038
heu-met-fast-026, b-9, 1.0, 0.0038
heu-met-fast-026, b-10, 1.0, 0.0038
heu-met-fast-026, c-1, 0.9982, 0.0042
heu-met-fast-026, c-2, 0.9982, 0.0042
heu-met-fast-026, c-3, 0.9982, 0.0042
heu-met-fast-026, c-4, 1.0, 0.0038
heu-met-fast-026, c-5, 1.0, 0.0038
heu-met-fast-026, c-6, 1.0, 0.0038
heu-met-fast-026, c-7, 1.0, 0.0038
heu-met-fast-026, c-8, 0.9982, 0.0042
heu-met-fast-026, c-9, 0.9982, 0.0042
heu-met-fast-026, c-10, 1.0, 0.0038
heu-met-fast-026, c-11, 1.0, 0.0038
heu-met-fast-026, c-12, 1.0, 0.0038
heu-met-fast-026, d-1, 0.9982, 0.0042
heu-met-fast-026, d-2, 0.9982, 0.0042
heu-met-fast-026, d-3, 1.0, 0.0038
heu-met-fast-026, d-4, 1.0, 0.0038
heu-met-fast-026, d-5, 1.0, 0.0038
heu-met-fast-026, d-6, 0.9982, 0.0042
heu-met-fast-026, d-7, 0.9982, 0.0042
heu-met-fast-026, d-8, 1.0, 0.0038
heu-met-fast-026, d-9, 1.0, 0.0038
heu-met-fast-026, d-10, 1.0, 0.0038
heu-met-fast-027, , 1.0, 0.0025
heu-met-fast-028, , 1.0, 0.0030
heu-met-fast-029, , 1.0, 0.0020
heu-met-fast-032, case-1, 1.0, 0.0016
heu-met-fast-032, case-2, 1.0, 0.0027
heu-met-fast-032, case-3, 1.0, 0.0017
heu-met-fast-032, case-4, 1.0, 0.0017
heu-met-fast-034, case-1, 0.9990, 0.0012
heu-met-fast-034, case-2, 0.9990, 0.0012
heu-met-fast-034, case-3, 0.9990, 0.0012
heu-met-fast-041, case-1, 1.0013, 0.0030
heu-met-fast-041, case-2, 1.0022, 0.0043
heu-met-fast-041, case-3, 1.0006, 0.0029
heu-met-fast-041, case-4, 1.0006, 0.0025
heu-met-fast-041, case-5, 1.0006, 0.0031
heu-met-fast-041, case-6, 1.0006, 0.0045
heu-met-fast-058, case-1, 1.0, 0.0025
heu-met-fast-058, case-2, 1.0, 0.0035
heu-met-fast-058, case-3, 1.0, 0.0027
heu-met-fast-058, case-4, 1.0, 0.0021
heu-met-fast-058, case-5, 1.0, 0.0033
heu-met-fast-066, case-1, 1.0030, 0.0033
heu-met-fast-066, case-2, 1.0023, 0.0029
heu-met-fast-066, case-3, 1.0023, 0.0026
heu-met-fast-066, case-4, 1.0043, 0.0043
heu-met-fast-066, case-5, 1.0030, 0.0033
heu-met-fast-066, case-6, 1.0028, 0.0030
heu-met-fast-066, case-7, 1.0048, 0.0039
heu-met-fast-066, case-8, 1.0039, 0.0040
heu-met-fast-066, case-9, 1.0027, 0.0036
heu-met-fast-069, case-1, 0.9998, 0.0004
heu-met-fast-069, case-2, 0.9994, 0.0004
heu-met-inter-006, case-1, 0.9977, 0.0008
